,id,descr,namespace,orig_price,fmt_orig_price,tags
0,a74220fd07e34b01987fb801433fb2e6,"Secure the Digital Deluxe edition now to gain access to the Season Pass, an Extra In-Game Mission and more!",5c5b2b01c8ce475d86cdd2c76fd11f7b,4499.0,$44.99,"[{'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '1084'}]"
1,2fecb1793ce446408cd869611400a797,"Take the role of Wally. A mysterious character that has recovered what was taken from him. Hopefully, you're fast enough to outrun your enemies.   Run, Jump, Slide or Dash for acrobatic variants leading to dope combinations and avoid the challenges that await.",2ed7ed64d8604265924b85bbd5670220,1199.0,$11.99,"[{'id': '1216'}, {'id': '21894'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]"
2,b8dee54bce824477bc0b7cb298f9f9a9,"A relaxing puzzle escape game! Make your way through a variety of hand-crafted 3D dioramas, look for useful objects, find hidden clues, and solve fun puzzles! Unravel this mysterious adventure about chaos, order, and the surreal.",88c17fed155e43068c338d33d1bcd481,1499.0,$14.99,"[{'id': '1296'}, {'id': '1298'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}]"
3,,,,,,
4,a2fc9e21ab4e416680c2b9597b7f6eaf,You are Star-Lord. The fate of the galaxy and the Guardians is in your hands. Time to show the universe what you’re made of. You got this. Probably.,2a09fb19b47f46dfb11ebd382f132a8f,5999.0,$59.99,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
5,0769596f15a445b7a5ad3f8d7c7730e2,"The Outer Worlds: Spacer’s Choice Edition is the ultimate way to play the award-winning RPG from Obsidian Entertainment and Private Division. Including the base game and all DLC, this remastered masterpiece is the absolute best version of The Outer Worlds.",dc61166eea95474e912953b163791d42,5999.0,$59.99,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '21130'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1210'}, {'id': '1370'}, {'id': '21147'}, {'id': '21149'}, {'id': '21119'}]"
6,,,,,,
7,54412e4f88824cb2a3f1dbb604b59c16,"Don’t let the cute cartoonish art style fool you. This game is challenging. True fans of the JRPG genre will love it, casual players may want to look elsewhere. Invest the time, and EARTHLOCK will reward you with a depth in gameplay that will test the most strategic of players.",5c82c05d2978489090d30c05e17e6e12,2999.0,$29.99,"[{'id': '1287'}, {'id': '1367'}, {'id': '1370'}, {'id': '1386'}, {'id': '9547'}, {'id': '35244'}, {'id': '9549'}]"
8,,,,,,
9,3f468b7977d0416a9a36af16f384c516,"GRIME is a fast, unforgiving Action-Adventure RPG in which you crush your foes with living weapons that mutate form and function, and then consume their remains with a black hole to strengthen your vessel as you break apart a world of anatomical intrigue.",3bb4afc31dd241c787bad056e9b8dbf9,2499.0,$24.99,"[{'id': '21894'}, {'id': '19847'}, {'id': '21127'}, {'id': '21129'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21149'}, {'id': '1151'}, {'id': '1247'}]"
10,,,,,,
11,7b0d120a875547e9bec70192ddcc96e2,"Experience an atmospheric hunting game like no other in this realistic and visually breathtaking open world. Immerse yourself in the atmospheric single player campaign, or share the ultimate hunting experience with friends.",c7f9346e3db148fca6dd63e9dd8451bd,1999.0,$19.99,"[{'id': '1188'}, {'id': '9547'}, {'id': '1294'}, {'id': '1264'}, {'id': '1393'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1307'}, {'id': '21149'}, {'id': '21119'}]"
12,c5249beb4ffe4cddb8a21e422f93e59a,Description is not set,3b661fd6a9724ac7b6ac6d10d0572511,1099.0,$10.99,"[{'id': '1216'}, {'id': '1264'}, {'id': '29088'}, {'id': '21894'}, {'id': '19847'}, {'id': '22776'}, {'id': '1210'}, {'id': '1370'}, {'id': '9547'}, {'id': '1294'}]"
13,08834851d4a54f48b485e97caab98012,Feel the Heat in New Vegas! Not even nuclear fallout could slow the hustle of Sin City. Explore the vast expanses of the desert wastelands and see the Great Southwest as could only be imagined in Fallout.,3428aaab2c674c98b3acb789dcfaa548,1999.0,$19.99,"[{'id': '1216'}, {'id': '1367'}, {'id': '19847'}, {'id': '1210'}, {'id': '1370'}, {'id': '9547'}, {'id': '35244'}]"
14,,,,,,
15,,,,,,
16,7f89db821ab1441981adb4daf31c06db,"MORDHAU is a multiplayer medieval slasher. Create your mercenary and fight in brutal battles where you will experience fast paced combat, castle sieges, cavalry charges, and more.",2bda08f9230144a19e98373cc4a6ac2d,2999.0,$29.99,"[{'id': '1216'}, {'id': '1264'}, {'id': '21122'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21141'}, {'id': '19847'}, {'id': '21129'}, {'id': '9547'}]"
17,,,,,,
18,,,,,,
19,0fffb527a35441b08505c018dc1812bd,"Warhammer 40,000: Gladius – Relics of War is the first turn-based 4X strategy game set in the Warhammer 40,000 universe. Four factions will engage in a brutal war for dominance over the planet’s resources.",0d89655f53884b09b241b60c07e684af,3999.0,$39.99,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '1386'}, {'id': '9547'}, {'id': '1166'}, {'id': '15375'}, {'id': '1264'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}]"
20,faf518d367de4306a911ce211c8e47e4,"Take on the role of Billie Lurk as she reunites with her old mentor, Daud, to undertake the greatest assassination ever conceived: killing the Outsider, a god-like figure whom they both see as instrumental to some of the Empire's most dishonorable moments. ",87c84bc5f43d4fe69ad8f3ccde0594b0,2999.0,$29.99,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1084'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
21,c1735ab5600741489a3ed30ed18c8b2f,"Hell is Others is an extraction horror PVPVE top-down shooter. Outside the safety of your apartment lies the noir hellscape of Century City. A city of endless night that straddles the line between reality and insanity. Explore, hunt and loot in a place where blood is currency.",bd75186521ab40b5840774b78bb287e3,1499.0,$14.99,"[{'id': '29088'}, {'id': '21121'}, {'id': '21125'}, {'id': '21894'}, {'id': '19847'}, {'id': '21129'}, {'id': '9547'}, {'id': '9549'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1080'}, {'id': '22776'}, {'id': '1370'}, {'id': '1083'}, {'id': '21149'}]"
22,63352c1c0eed4ab9a640dafee08eff54,"Epistory immerses you in an atmospheric game where you play a girl riding a giant fox who fights an insectile corruption from an origami world. As you progress and explore this world, the story literally unfolds and the mysteries of the magic power of the words are revealed.",6a6d54e5b4ef4fb0b3dad1d02a320376,1499.0,$14.99,"[{'id': '1381'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]"
23,61d13d6fe0c84016a8bacd6fa14cab0e,"Gamedec is a single-player cyberpunk isometric RPG. You are a game detective, who solves crimes inside virtual worlds. Use your wits to gather info from your witnesses and suspects, getting to the bottom of deceptive schemes. You are the sum of your choices.",b8abdf9f9bc64ed6b4128a71fd47607f,2999.0,$29.99,"[{'id': '21894'}, {'id': '1367'}, {'id': '19847'}, {'id': '1370'}, {'id': '21147'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]"
24,ef6a61163419450ba4dcf2eacb6b88e7,"Aiko's Choice is a brand-new standalone addon to the beloved stealth tactics game Shadow Tactics. Set in Japan around the Edo period, you take control of kunoichi adept Aiko and her deadly assassin friends to hunt down the ghosts of her past.",39c6dd5409944922a04cac3f59fbbcd4,1999.0,$19.99,"[{'id': '1216'}, {'id': '21894'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '1084'}, {'id': '9549'}]"
25,ecf4d2e87ea7445298c7471d8e9b405e,"Experience the definitive Dishonored collection. This complete compilation includes Dishonored as well as all of its additional content - Dunwall City Trials, The Knife of Dunwall, The Brigmore Witches and Void Walker’s Arsenal.",766e1b59c32c447093add5efbc1a4858,1999.0,$19.99,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '1333'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1370'}, {'id': '1084'}, {'id': '21149'}, {'id': '21119'}]"
26,6e708b1e608f446eaa80488d26b7444b,"Explore more than a dozen unique areas in a Metroidvania style map. 
The Fist, Drill, and Whip are three weapons with completely different fighting styles that offer seamless switching between high combo, high damage, and long range attacks. ",a7e2a2c51b9149c097b771926ed91877,2999.0,$29.99,"[{'id': '1216'}, {'id': '9547'}, {'id': '15375'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '21149'}, {'id': '1151'}, {'id': '1247'}]"
27,bd886035d7ee4eb1b886a5ada1358528,"LEGO Builder’s Journey is an atmospheric, geometric puzzle game that asks us to sometimes follow the instructions… and sometimes to break the rules.",ea533c2d54754167a9392a2ffa61bb87,1999.0,$19.99,"[{'id': '1296'}, {'id': '1298'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]"
28,1f723b00df58467998c4984ca39915ad,Them's Fightin' Herds,a567c32599bf4d4fb609e424f3691b39,1999.0,$19.99,"[{'id': '1344'}, {'id': '29088'}, {'id': '21122'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}, {'id': '21119'}]"
